Date,Open,High,Low,Close,Adj Close,Volume
2019-07-19,46650.0,46950.0,46600.0,46800.0,41064.1640625,8819393
2019-07-22,46800.0,47300.0,46600.0,47200.0,41415.15234375,9009109
2019-07-23,47350.0,47550.0,47050.0,47300.0,41502.89453125,9061381
2019-07-24,47100.0,47150.0,46250.0,46400.0,40713.203125,8756522
2019-07-25,47150.0,47200.0,46600.0,47200.0,41415.15234375,8408838
2019-07-26,46650.0,47150.0,46550.0,47150.0,41371.27734375,7873886
2019-07-29,46800.0,47050.0,46000.0,46100.0,40449.96484375,6856846
2019-07-30,46300.0,46850.0,46300.0,46550.0,40844.81640625,5551014
2019-07-31,46200.0,46600.0,45000.0,45350.0,39791.88671875,12872916
2019-08-01,44900.0,45500.0,44850.0,45200.0,39660.26953125,7811181
2019-08-02,44550.0,45500.0,44300.0,44950.0,39440.91015625,12151374
2019-08-05,44350.0,44600.0,43600.0,43950.0,38563.47265625,14214086
2019-08-06,42500.0,43800.0,42500.0,43500.0,38168.62109375,15083824
2019-08-07,43600.0,43900.0,43100.0,43200.0,37905.39453125,10002533
2019-08-08,43250.0,43500.0,42650.0,42650.0,37422.79296875,16926881
2019-08-09,43250.0,43350.0,43050.0,43150.0,37861.51953125,9685147
2019-08-12,44000.0,44000.0,43550.0,43700.0,38344.109375,8466169
2019-08-13,43500.0,43500.0,42950.0,43000.0,37729.90234375,7276979
2019-08-14,43900.0,44250.0,43500.0,43700.0,38344.109375,8750135
2019-08-16,43800.0,43900.0,43300.0,43900.0,38519.59375,9528115
2019-08-19,44350.0,44350.0,43500.0,43600.0,38256.3671875,6014218
2019-08-20,43950.0,44600.0,43550.0,44450.0,39002.19140625,8434205
2019-08-21,44350.0,44800.0,44150.0,44500.0,39046.0625,6571717
2019-08-22,44500.0,44700.0,43850.0,44050.0,38651.2109375,8061177
2019-08-23,43800.0,44200.0,43650.0,43950.0,38563.47265625,5017381
2019-08-26,43050.0,43800.0,42950.0,43600.0,38256.3671875,7954949
2019-08-27,43650.0,44200.0,43600.0,44050.0,38651.2109375,16883932
2019-08-28,44100.0,44400.0,43750.0,44150.0,38738.95703125,5758333
2019-08-29,44200.0,44200.0,43050.0,43400.0,38080.8828125,10768862
2019-08-30,43750.0,44300.0,43750.0,44000.0,38607.33203125,9899073
2019-09-02,44850.0,44850.0,43650.0,43800.0,38431.84765625,7185537
2019-09-03,43550.0,43650.0,43100.0,43250.0,37949.2578125,9774941
2019-09-04,43250.0,44100.0,43150.0,44100.0,38695.0859375,12441837
2019-09-05,44800.0,46100.0,44450.0,45700.0,40098.98828125,18297430
2019-09-06,46500.0,46500.0,45850.0,46300.0,40625.453125,9896562
2019-09-09,46450.0,47000.0,46300.0,46900.0,41151.92578125,9434157
2019-09-10,47100.0,47200.0,46550.0,47000.0,41239.66015625,9231792
2019-09-11,47300.0,47400.0,46800.0,47150.0,41371.27734375,16141619
2019-09-16,47000.0,47100.0,46400.0,47100.0,41327.39453125,15550926
2019-09-17,47000.0,47100.0,46800.0,46900.0,41151.92578125,7006280
2019-09-18,46900.0,47700.0,46800.0,47700.0,41853.86328125,10413027
2019-09-19,48050.0,49200.0,47850.0,49150.0,43126.15625,16461413
2019-09-20,49400.0,49600.0,49100.0,49200.0,43170.02734375,15460210
2019-09-23,49250.0,49300.0,49000.0,49300.0,43257.7734375,7568553
2019-09-24,49050.0,49650.0,48850.0,49500.0,43433.26171875,7871955
2019-09-25,49200.0,49350.0,48800.0,48900.0,42906.79296875,9187141
2019-09-26,49000.0,49250.0,48900.0,49200.0,43170.02734375,8494756
2019-09-27,48000.0,48700.0,48000.0,48400.0,42775.8515625,8048041
2019-09-30,48050.0,49250.0,47900.0,49050.0,43350.32421875,9497119
2019-10-01,48900.0,49100.0,48650.0,48850.0,43173.55859375,6206035
2019-10-02,48350.0,48400.0,47600.0,47600.0,42068.8046875,8382463
2019-10-04,47400.0,48650.0,47350.0,48000.0,42422.3359375,9331695
2019-10-07,48350.0,48700.0,47650.0,47750.0,42201.390625,7047273
2019-10-08,47900.0,49000.0,47600.0,48900.0,43217.75,14239367
2019-10-10,48200.0,49200.0,48000.0,48550.0,42908.42578125,18639855
2019-10-11,49000.0,49450.0,48800.0,49150.0,43438.703125,7783275
2019-10-14,50000.0,50300.0,49850.0,50000.0,44189.9296875,11130635
2019-10-15,49900.0,50200.0,49900.0,50100.0,44278.30859375,6058105
2019-10-16,50700.0,50900.0,50400.0,50700.0,44808.58203125,9136282
2019-10-17,50500.0,50600.0,50100.0,50500.0,44631.83203125,6701380
2019-10-18,50300.0,50900.0,49650.0,49900.0,44101.546875,8483106
2019-10-21,49900.0,50400.0,49800.0,50300.0,44455.0703125,4406531
2019-10-22,50800.0,51500.0,50700.0,51200.0,45250.48828125,10898729
2019-10-23,51300.0,51500.0,50800.0,51200.0,45250.48828125,8663880
2019-10-24,52500.0,52500.0,50500.0,50700.0,44808.58203125,21185785
2019-10-25,50800.0,51200.0,50500.0,50900.0,44985.34765625,7879897
2019-10-28,50700.0,51500.0,50700.0,51300.0,45338.87109375,6431522
2019-10-29,51400.0,51700.0,50800.0,51100.0,45162.109375,7581629
2019-10-30,50700.0,50800.0,50200.0,50400.0,44543.453125,8959435
2019-10-31,51000.0,51400.0,50300.0,50400.0,44543.453125,10304777
2019-11-01,50600.0,51200.0,50400.0,51200.0,45250.48828125,8467846
2019-11-04,51700.0,52300.0,51400.0,52300.0,46222.6640625,13012411
2019-11-05,52400.0,52700.0,52100.0,52700.0,46576.1875,10581034
2019-11-06,52900.0,53500.0,52700.0,53300.0,47106.4609375,14361133
2019-11-07,53400.0,53400.0,52400.0,52900.0,46752.9375,9257116
2019-11-08,53200.0,53300.0,52000.0,52100.0,46045.91015625,11603290
2019-11-11,52200.0,52200.0,51400.0,51600.0,45604.00390625,8185952
2019-11-12,51800.0,52600.0,51600.0,52600.0,46487.80859375,6576148
2019-11-13,52500.0,52500.0,52000.0,52500.0,46399.44140625,6225196
2019-11-14,51900.0,52800.0,51900.0,52800.0,46664.56640625,12010018
2019-11-15,52900.0,53700.0,52600.0,53700.0,47459.98828125,9703360
2019-11-18,53600.0,53800.0,53200.0,53500.0,47283.23046875,7746554
2019-11-19,53200.0,53500.0,52700.0,53500.0,47283.23046875,8907177
2019-11-20,53400.0,53400.0,52000.0,52000.0,45957.53125,12560070
2019-11-21,51600.0,52100.0,50600.0,51000.0,45073.73046875,14298646
2019-11-22,51000.0,51600.0,50900.0,51600.0,45604.00390625,8478310
2019-11-25,52200.0,52600.0,51700.0,51800.0,45780.7734375,9050625
2019-11-26,51900.0,52900.0,51800.0,51800.0,45780.7734375,27372226
2019-11-27,51800.0,52300.0,51600.0,52200.0,46134.28125,7546261
2019-11-28,51900.0,52100.0,51300.0,51300.0,45338.87109375,6833885
2019-11-29,51200.0,51400.0,50200.0,50300.0,44455.0703125,11179334
2019-12-02,50900.0,51300.0,50400.0,50400.0,44543.453125,18877252
2019-12-03,49800.0,50300.0,49500.0,49900.0,44101.546875,12059812
2019-12-04,49600.0,49850.0,49000.0,49450.0,43703.8359375,13246549
2019-12-05,50200.0,50400.0,49500.0,49500.0,43748.0390625,10449715
2019-12-06,50100.0,50900.0,49950.0,50400.0,44543.453125,11414563
2019-12-09,50900.0,51400.0,50700.0,51200.0,45250.48828125,8470627
2019-12-10,51000.0,51600.0,50700.0,51500.0,45515.625,6882771
2019-12-11,51500.0,52200.0,51400.0,51900.0,45869.14453125,11379521
2019-12-12,53000.0,53300.0,52700.0,53300.0,47106.4609375,29178697
2019-12-13,54500.0,54800.0,53900.0,54700.0,48343.78125,18120261
2019-12-16,54500.0,54900.0,54300.0,54700.0,48343.78125,11512405
2019-12-17,55800.0,56700.0,55400.0,56700.0,50111.37890625,19358433
2019-12-18,56700.0,57200.0,56000.0,56300.0,49757.8671875,15558208
2019-12-19,57000.0,57300.0,55500.0,56000.0,49492.71875,14180520
2019-12-20,56100.0,56500.0,55600.0,56000.0,49492.71875,12095519
2019-12-23,56100.0,56400.0,55100.0,55500.0,49050.8203125,9839252
2019-12-24,55600.0,55700.0,54800.0,55000.0,48608.921875,11868463
2019-12-26,54700.0,55400.0,54400.0,55400.0,48962.4453125,9645034
2019-12-27,55700.0,56900.0,55500.0,56500.0,50255.75,12313056
2019-12-30,56200.0,56600.0,55700.0,55800.0,49633.1171875,8356767
2020-01-02,55500.0,56000.0,55000.0,55200.0,49099.421875,12993228
2020-01-03,56000.0,56600.0,54900.0,55500.0,49366.2578125,15422255
2020-01-06,54900.0,55600.0,54600.0,55500.0,49366.2578125,10278951
2020-01-07,55700.0,56400.0,55600.0,55800.0,49633.1171875,10009778
2020-01-08,56200.0,57400.0,55900.0,56800.0,50522.60546875,23501171
2020-01-09,58400.0,58600.0,57400.0,58600.0,52123.66796875,24102579
2020-01-10,58800.0,59700.0,58300.0,59500.0,52924.1953125,16000170
2020-01-13,59600.0,60000.0,59100.0,60000.0,53368.9375,11359139
2020-01-14,60400.0,61000.0,59900.0,60000.0,53368.9375,16906295
2020-01-15,59500.0,59600.0,58900.0,59000.0,52479.4609375,14300928
2020-01-16,59100.0,60700.0,59000.0,60700.0,53991.57421875,14381774
2020-01-17,61900.0,62000.0,61000.0,61300.0,54525.26171875,16025661
2020-01-20,62000.0,62800.0,61700.0,62400.0,55503.69921875,12528855
2020-01-21,62000.0,62400.0,61200.0,61400.0,54614.21875,11142693
2020-01-22,60500.0,62600.0,60400.0,62300.0,55414.7421875,15339565
2020-01-23,61800.0,61800.0,60700.0,60800.0,54080.53125,14916555
2020-01-28,59400.0,59400.0,58300.0,58800.0,52301.5625,23664541
2020-01-29,59100.0,59700.0,58800.0,59100.0,52568.41015625,16446102
2020-01-30,58800.0,58800.0,56800.0,57200.0,50878.39453125,20821939
2020-01-31,57800.0,58400.0,56400.0,56400.0,50166.80859375,19749457
2020-02-03,55500.0,57400.0,55200.0,57200.0,50878.39453125,23995260
2020-02-04,57100.0,59000.0,56800.0,58900.0,52390.5078125,21800192
2020-02-05,60000.0,60200.0,58900.0,59500.0,52924.1953125,19278165
2020-02-06,60100.0,61100.0,59700.0,61100.0,54347.3671875,14727159
2020-02-07,61100.0,61200.0,59700.0,60400.0,53724.734375,16402493
2020-02-10,59200.0,59800.0,59100.0,59700.0,53102.09375,13107121
2020-02-11,59800.0,60700.0,59700.0,59900.0,53279.9921875,11071231
2020-02-12,60300.0,60700.0,59700.0,60500.0,53813.68359375,12904207
2020-02-13,61200.0,61600.0,60500.0,60700.0,53991.57421875,18449775
2020-02-14,60900.0,61900.0,60200.0,61800.0,54970.01953125,13276067
2020-02-17,61600.0,62000.0,61200.0,61500.0,54703.1640625,8740596
2020-02-18,60800.0,60900.0,59700.0,59800.0,53191.046875,16674266
2020-02-19,59800.0,60400.0,59400.0,60200.0,53546.83984375,12951496
2020-02-20,60700.0,61300.0,59600.0,60000.0,53368.9375,14591924
2020-02-21,58800.0,59800.0,58500.0,59200.0,52657.3515625,13777393
2020-02-24,57400.0,58100.0,56800.0,56800.0,50522.60546875,25627537
2020-02-25,56200.0,58000.0,56200.0,57900.0,51501.0234375,23885408
2020-02-26,56000.0,57000.0,56000.0,56500.0,50255.75,25483102
2020-02-27,56300.0,56900.0,55500.0,55900.0,49722.0546875,23209541
2020-02-28,55000.0,55500.0,54200.0,54200.0,48209.94921875,30054227
2020-03-02,54300.0,55500.0,53600.0,55000.0,48921.53125,30403412
2020-03-03,56700.0,56900.0,55100.0,55400.0,49277.328125,30330295
2020-03-04,54800.0,57600.0,54600.0,57400.0,51056.29296875,24765728
2020-03-05,57600.0,58000.0,56700.0,57800.0,51412.08203125,21698990
2020-03-06,56500.0,57200.0,56200.0,56500.0,50255.75,18716656
2020-03-09,56500.0,56500.0,56500.0,56500.0,50255.75,0
2020-03-10,53800.0,54900.0,53700.0,54600.0,48565.74609375,32106554
2020-03-11,54300.0,54400.0,52000.0,52100.0,46342.0234375,45707281
2020-03-12,52100.0,52100.0,52100.0,52100.0,46342.0234375,0
2020-03-13,47450.0,51600.0,46850.0,49950.0,44429.640625,59462933
2020-03-16,50100.0,50900.0,48800.0,48900.0,43495.6875,33339821
2020-03-17,46900.0,49650.0,46700.0,47300.0,42072.515625,51218151
2020-03-18,47750.0,48350.0,45600.0,45600.0,40560.39453125,40152623
2020-03-19,46400.0,46650.0,42300.0,42950.0,38203.26953125,56925513
2020-03-20,44150.0,45500.0,43550.0,45400.0,40382.4921875,49730008
2020-03-23,42600.0,43550.0,42400.0,42500.0,37802.99609375,41701626
2020-03-24,43850.0,46950.0,43050.0,46950.0,41761.19921875,49801908
2020-03-25,48950.0,49600.0,47150.0,48650.0,43273.31640625,52735922
2020-03-26,49000.0,49300.0,47700.0,47800.0,42517.26171875,42185129
2020-03-27,49600.0,49700.0,46850.0,48300.0,42962.0,39896178
2020-03-30,47050.0,48350.0,46550.0,47850.0,42875.97265625,26797395
2020-03-31,48000.0,48500.0,47150.0,47750.0,42786.3671875,30654261
2020-04-01,47450.0,47900.0,45800.0,45800.0,41039.07421875,27259532
2020-04-02,46200.0,46850.0,45350.0,46800.0,41935.12109375,21621076
2020-04-03,47400.0,47600.0,46550.0,47000.0,42114.32421875,22784682
2020-04-06,47500.0,48800.0,47250.0,48700.0,43637.61328125,23395726
2020-04-07,49650.0,50200.0,49000.0,49600.0,44444.0625,31524034
2020-04-08,49600.0,49750.0,48600.0,48600.0,43548.015625,25010314
2020-04-09,49750.0,49800.0,48700.0,49100.0,43996.0390625,22628058
2020-04-10,48950.0,49250.0,48650.0,49250.0,44130.4375,17839111
2020-04-13,48650.0,48900.0,48300.0,48300.0,43279.19921875,14431800
2020-04-14,48800.0,49200.0,48300.0,49000.0,43906.43359375,14206216
2020-04-16,49350.0,49350.0,48550.0,49000.0,43906.43359375,23349760
2020-04-17,50800.0,52000.0,50300.0,51400.0,46056.95703125,32041675
2020-04-20,51400.0,51400.0,50000.0,50100.0,44892.0859375,21866354
2020-04-21,49400.0,49700.0,48700.0,49250.0,44130.4375,27407543
2020-04-22,48700.0,50000.0,48350.0,49850.0,44668.0703125,18613864
2020-04-23,50200.0,50300.0,49500.0,49850.0,44668.0703125,18754442
2020-04-24,49650.0,49750.0,49000.0,49350.0,44220.05078125,15618347
2020-04-27,49350.0,50000.0,49100.0,49850.0,44668.0703125,14049471
2020-04-28,49850.0,50100.0,49300.0,50100.0,44892.0859375,16095399
2020-04-29,49900.0,50500.0,49600.0,50000.0,44802.4765625,15604533
2020-05-04,48900.0,49100.0,48500.0,48500.0,43458.41015625,26083749
2020-05-06,49000.0,49200.0,48500.0,49200.0,44085.64453125,18070225
2020-05-07,49200.0,49300.0,48700.0,48800.0,43727.2265625,13884411
2020-05-08,49100.0,49350.0,48800.0,48800.0,43727.2265625,15319700
2020-05-11,48900.0,49250.0,48300.0,48400.0,43368.8046875,16357743
2020-05-12,48400.0,48500.0,47550.0,47900.0,42920.78125,23433590
2020-05-13,47250.0,48550.0,47200.0,48550.0,43503.2109375,20223277
2020-05-14,47750.0,48100.0,47650.0,48000.0,43010.3828125,19305974
2020-05-15,48400.0,48450.0,47700.0,47850.0,42875.97265625,18463118
2020-05-18,47950.0,49100.0,47600.0,48800.0,43727.2265625,20481981
2020-05-19,50100.0,50500.0,49700.0,50300.0,45071.30078125,25168295
2020-05-20,50000.0,50200.0,49800.0,50000.0,44802.4765625,14896899
2020-05-21,50300.0,50400.0,49850.0,49950.0,44757.6796875,14949266
2020-05-22,49600.0,49800.0,48600.0,48750.0,43682.421875,19706284
2020-05-25,48750.0,48900.0,48450.0,48850.0,43772.02734375,14337913
2020-05-26,48700.0,49450.0,48600.0,49250.0,44130.4375,15127490
2020-05-27,48950.0,50000.0,48800.0,49900.0,44712.875,19548479
2020-05-28,51100.0,51200.0,49900.0,50400.0,45160.8984375,31309318
2020-05-29,50000.0,50700.0,49700.0,50700.0,45429.70703125,27596961
2020-06-01,50800.0,51200.0,50600.0,51200.0,45877.73828125,16949183
2020-06-02,51000.0,51500.0,50800.0,51400.0,46056.95703125,14247933
2020-06-03,51800.0,55000.0,51700.0,54500.0,48834.70703125,49257814
2020-06-04,55800.0,57000.0,54600.0,54600.0,48924.3125,40220334
2020-06-05,54400.0,55900.0,54000.0,55500.0,49730.74609375,22743629
2020-06-08,56400.0,56500.0,54700.0,54900.0,49193.11328125,25634965
2020-06-09,55800.0,56500.0,54400.0,55500.0,49730.74609375,23998831
2020-06-10,55100.0,55900.0,54900.0,55400.0,49641.15625,16742493
2020-06-11,54500.0,55100.0,53200.0,54300.0,48655.49609375,33815123
2020-06-12,52100.0,52800.0,51500.0,52300.0,46863.390625,26976019
2020-06-15,51400.0,52000.0,49900.0,49900.0,44712.875,28772921
2020-06-16,51200.0,52100.0,50600.0,52100.0,46684.18359375,21808375
2020-06-17,52100.0,52900.0,51300.0,52200.0,46773.78515625,26672595
2020-06-18,52200.0,52300.0,51600.0,52300.0,46863.390625,15982926
2020-06-19,52600.0,52900.0,51600.0,52900.0,47401.02734375,18157985
2020-06-22,52000.0,52600.0,51800.0,52000.0,46594.578125,13801350
2020-06-23,52500.0,52800.0,51100.0,51400.0,46056.95703125,18086152
2020-06-24,51900.0,53900.0,51600.0,52900.0,47401.02734375,24519552
2020-06-25,52100.0,53000.0,51900.0,51900.0,46504.9765625,18541624
2020-06-26,52800.0,53900.0,52200.0,53300.0,47759.4453125,21575360
2020-06-29,52500.0,53200.0,52000.0,52400.0,47266.93359375,17776925
2020-06-30,53900.0,53900.0,52800.0,52800.0,47627.7421875,21157172
2020-07-01,53400.0,53600.0,52400.0,52600.0,47447.3359375,16706143
